Customer ID,Customer Verbatim
1098-TDVUQ,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the phone connection.
7277-OZCGZ,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
1557-EMYVT,Customer is satisfied with the Fiber Optic internet speed but feels the monthly cost is slightly high compared to new customer promotions.
5027-YOCXN,App review: 'Been a customer for years and the connection has never let me down. Highly recommend!'
3973-SKMLN,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
6745-JEFZB,Customer is satisfied with the Fiber Optic internet speed but feels the monthly cost is slightly high compared to new customer promotions.
9880-TDQAC,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the DSL internet.
8705-WZCYL,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the DSL internet.
7102-JJVTX,Support note: assisted customer with resetting their password. Service is running normally.
8626-PTQGE,Customer called to add another line and commented on how reliable our network has been throughout their tenure.
4983-CLMLV,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
9385-EHGDO,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
9498-FIMXL,App review: 'Been a customer for years and the connection has never let me down. Highly recommend!'
2379-GYFLQ,Customer is satisfied with the Fiber Optic internet speed but feels the monthly cost is slightly high compared to new customer promotions.
2088-IEBAU,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
7982-VCELR,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
6885-PKOAM,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
7520-HQWJU,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
9639-BUJXT,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
5924-SNGKP,Customer is satisfied with the phone connection speed but feels the monthly cost is slightly high compared to new customer promotions.
8966-SNIZF,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
6243-OZGFH,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
0513-RBGPE,Support note: assisted customer with resetting their password. Service is running normally.
5160-UXJED,Chat transcript: 'Just wanted to say thank you to the support team for resolving my query so fast. Great customer service!'
8984-EYLLL,Support note: assisted customer with resetting their password. Service is running normally.
9833-TGFHX,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
9294-TDIPC,Customer expressed irritation about a long wait time to reach an agent.
5229-DTFYB,Customer is satisfied with the Fiber Optic internet speed but feels the monthly cost is slightly high compared to new customer promotions.
0104-PPXDV,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
5176-LMJXE,Support note: assisted customer with resetting their password. Service is running normally.
3583-KRKMD,Customer is satisfied with the Fiber Optic internet speed but feels the monthly cost is slightly high compared to new customer promotions.
9069-LGEUL,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
7302-ZHMHP,Customer expressed irritation about a long wait time to reach an agent.
9571-EDEBV,Agent notes: Customer is highly satisfied. They love the reliable Fiber Optic internet and said they always recommend us to their friends.
3520-FJGCV,Support note: assisted customer with resetting their password. Service is running normally.
6563-VRERX,App review: 'Been a customer for years and the connection has never let me down. Highly recommend!'
6122-EFVKN,Chat transcript: 'Just wanted to say thank you to the support team for resolving my query so fast. Great customer service!'
2805-EDJPQ,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
6862-CQUMB,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
7156-MXBJE,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
6158-HDPXZ,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
2863-IMQDR,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
5686-CMAWK,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
5651-CRHKQ,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
6583-SZVGP,Customer is satisfied with the Fiber Optic internet speed but feels the monthly cost is slightly high compared to new customer promotions.
1708-PBBOA,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the DSL internet.
8782-LKFPK,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
5522-JBWMO,Customer had a minor issue with the app login but loves the service overall.
3597-MVHJT,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
9967-ATRFS,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
2977-CEBSX,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
5876-QMYLD,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
2277-AXSDC,Support note: Customer is satisfied. They praised the paperless billing and automatic payment setup for being seamless.
9442-JTWDL,Frustrated chat transcript: 'My phone connection has been down twice this week. I work from home and this is unacceptable. I want a refund.'
3067-SVMTC,Customer is satisfied with the Cable internet speed but feels the monthly cost is slightly high compared to new customer promotions.
5495-GPSRW,Chat transcript: 'Just wanted to say thank you to the support team for resolving my query so fast. Great customer service!'
7606-BPHHN,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
4742-DRORA,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
4163-NCJAK,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
5233-AOZUF,Customer called to add another line and commented on how reliable our network has been throughout their tenure.
5973-EJGDP,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
7916-VCCPB,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
4686-GEFRM,Support note: assisted customer with resetting their password. Service is running normally.
5249-QYHEX,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
2233-FAGXV,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
5605-IYGFG,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
7663-ZTEGJ,Customer had a minor issue with the app login but loves the service overall.
3935-TBRZZ,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
8111-BKVDS,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
8734-DKSTZ,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
4360-PNRQB,Support note: Customer is satisfied. They praised the paperless billing and automatic payment setup for being seamless.
6152-ONASV,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
7781-HVGMK,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
2181-UAESM,Customer is satisfied with the Cable internet speed but feels the monthly cost is slightly high compared to new customer promotions.
6048-NJXHX,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
2320-SLKMB,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
4980-URKXC,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
4376-KFVRS,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
5886-VLQVU,Customer called to add another line and commented on how reliable our network has been throughout their tenure.
3577-AMVUX,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
0771-WLCLA,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
0206-TBWLC,Agent notes: Customer is highly satisfied. They love the reliable Fiber Optic internet and said they always recommend us to their friends.
2937-FTHUR,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
1910-FMXJM,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
0732-OCQOC,Customer is satisfied with the phone connection speed but feels the monthly cost is slightly high compared to new customer promotions.
5168-MSWXT,App review: 'Been a customer for years and the connection has never let me down. Highly recommend!'
1090-ESELR,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
8592-PLTMQ,Customer had a minor issue with the app login but loves the service overall.
8847-GEOOQ,Customer called to add another line and commented on how reliable our network has been throughout their tenure.
4785-FCIFB,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
8313-NDOIA,App review: 'Been a customer for years and the connection has never let me down. Highly recommend!'
5149-CUZUJ,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
0942-KOWSM,Agent notes: Customer is highly satisfied. They love the reliable DSL internet and said they always recommend us to their friends.
4237-CLSMM,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
1452-VOQCH,Customer is satisfied with the Fiber Optic internet speed but feels the monthly cost is slightly high compared to new customer promotions.
4719-UMSIY,Customer had a minor issue with the app login but loves the service overall.
6614-VBEGU,Customer called to add another line and commented on how reliable our network has been throughout their tenure.
2996-XAUVF,Chat transcript: 'Just wanted to say thank you to the support team for resolving my query so fast. Great customer service!'
5968-XQIVE,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
8896-RAZCR,Support note: Customer is satisfied. They praised the paperless billing and automatic payment setup for being seamless.
1304-BCCFO,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
4104-PVRPS,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Cable internet.
4431-EDMIQ,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
0486-LGCCH,Frustrated chat transcript: 'My phone connection has been down twice this week. I work from home and this is unacceptable. I want a refund.'
5168-MQQCA,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
7971-HLVXI,App review: 'Been a customer for years and the connection has never let me down. Highly recommend!'
9094-AZPHK,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
3649-JPUGY,Customer is satisfied with the DSL internet speed but feels the monthly cost is slightly high compared to new customer promotions.
4472-LVYGI,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
3552-CTCYF,Chat transcript: 'Just wanted to say thank you to the support team for resolving my query so fast. Great customer service!'
6778-YSNIH,Chat transcript: 'Just wanted to say thank you to the support team for resolving my query so fast. Great customer service!'
6579-JPICP,Support note: Customer is satisfied. They praised the paperless billing and automatic payment setup for being seamless.
4134-BSXLX,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
0505-SPOOW,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
4374-YMUSQ,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
3957-HHLMR,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
7803-XOCCZ,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
5736-YEJAX,Support note: assisted customer with resetting their password. Service is running normally.
8981-FJGLA,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
1135-LMECX,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
8535-SFUTN,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
8677-HDZEE,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
2475-MROZF,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
3482-ABPKK,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
7531-GQHME,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
5174-ITUMV,Customer called to add another line and commented on how reliable our network has been throughout their tenure.
0913-XWSCN,Support note: assisted customer with resetting their password. Service is running normally.
0750-EBAIU,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
3571-DPYUH,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
7601-GNDYK,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
8067-NIOYM,Customer expressed irritation about a long wait time to reach an agent.
1403-GYAFU,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
4234-XTNEA,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
5348-CAGXB,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
0621-HJWXJ,Support note: assisted customer with resetting their password. Service is running normally.
5844-QVTAT,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
8905-IAZPF,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
5394-MEITZ,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
6859-QNXIQ,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
2782-LFZVW,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
2866-IKBTM,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the phone connection.
7129-AZJDE,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
2560-PPCHE,Customer expressed irritation about a long wait time to reach an agent.
8138-EALND,Chat transcript: 'Just wanted to say thank you to the support team for resolving my query so fast. Great customer service!'
3580-HYCSP,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
1352-HNSAW,Frustrated chat transcript: 'My Fiber Optic internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
2075-PUEPR,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
1982-FEBTD,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
5791-KAJFD,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
2654-VBVPB,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
1154-HYWWO,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
2501-XWWTZ,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
3716-UVSPD,Support note: assisted customer with resetting their password. Service is running normally.
6815-ABQFQ,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
7343-EOBEU,Support note: Customer is satisfied. They praised the paperless billing and automatic payment setup for being seamless.
3701-SFMUH,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
6103-LIANB,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
7319-VENRZ,Customer is satisfied with the Cable internet speed but feels the monthly cost is slightly high compared to new customer promotions.
5846-NEQVZ,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
6967-QIQRV,Support note: assisted customer with resetting their password. Service is running normally.
5781-RFZRP,Support note: assisted customer with resetting their password. Service is running normally.
0308-IVGOK,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
7293-LSCDV,Tech support note: Customer had 3 technician visits this month for phone connection issues and it is still not fixed. Customer is highly dissatisfied.
5756-JYOJT,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
9548-LIGTA,Customer is satisfied with the Cable internet speed but feels the monthly cost is slightly high compared to new customer promotions.
5150-LJNSR,Customer is satisfied with the Fiber Optic internet speed but feels the monthly cost is slightly high compared to new customer promotions.
8270-RKSAP,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
2640-LYMOV,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
1423-BMPBQ,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
2393-DIVAI,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
4568-KNYWR,Frustrated chat transcript: 'My Cable internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
8752-IMQOS,Support note: assisted customer with resetting their password. Service is running normally.
0742-LAFQK,Customer is satisfied with the Fiber Optic internet speed but feels the monthly cost is slightly high compared to new customer promotions.
0795-LAFGP,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
0619-OLYUR,Support note: assisted customer with resetting their password. Service is running normally.
5512-IDZEI,Customer expressed irritation about a long wait time to reach an agent.
0459-SPZHJ,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
0215-BQKGS,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
9244-ZVAPM,Customer called to add another line and commented on how reliable our network has been throughout their tenure.
8208-EUMTE,Customer called to add another line and commented on how reliable our network has been throughout their tenure.
5172-MIGPM,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Cable internet.
1710-RCXUS,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
0374-FIUCA,Support note: assisted customer with resetting their password. Service is running normally.
5839-SUYVZ,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
5173-ZXXXL,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
1096-ADRUX,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
2001-MCUUW,Customer is satisfied with the Fiber Optic internet speed but feels the monthly cost is slightly high compared to new customer promotions.
2731-GJRDG,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
4723-BEGSG,Support note: Customer is satisfied. They praised the paperless billing and automatic payment setup for being seamless.
6516-NKQBO,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Cable internet.
8672-OAUPW,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
8207-DMRVL,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
2804-ETQDK,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
7138-GIRSH,Agent notes: Customer is highly satisfied. They love the reliable DSL internet and said they always recommend us to their friends.
9396-ZSFLL,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
6464-KEXXH,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
5240-CAOYT,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
4059-IIEBK,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
0516-UXRMT,Customer is satisfied with the Fiber Optic internet speed but feels the monthly cost is slightly high compared to new customer promotions.
4851-BQDNX,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
5148-HKFIR,App review: 'Been a customer for years and the connection has never let me down. Highly recommend!'
3003-CMDUU,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
5016-IBERQ,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
9931-KGHOA,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
1775-KWJKQ,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the DSL internet.
7665-VIGUD,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
9411-TPQQV,Customer is satisfied with the DSL internet speed but feels the monthly cost is slightly high compared to new customer promotions.
7954-MLBUN,Chat transcript: 'Just wanted to say thank you to the support team for resolving my query so fast. Great customer service!'
2077-DDHJK,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
9574-BOSMD,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the phone connection.
8404-VLQFB,Customer is satisfied with the phone connection speed but feels the monthly cost is slightly high compared to new customer promotions.
2391-IPLOP,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Cable internet.
5845-BZZIB,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
1140-UKVZG,Customer called to add another line and commented on how reliable our network has been throughout their tenure.
5183-SNMJQ,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
8100-PNJMH,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
7838-LAZFO,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
2085-JVGAD,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
8095-WANWK,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
3030-ZKIWL,Chat transcript: 'Just wanted to say thank you to the support team for resolving my query so fast. Great customer service!'
9565-FLVCG,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the DSL internet.
8755-OGKNA,Customer is satisfied with the phone connection speed but feels the monthly cost is slightly high compared to new customer promotions.
2800-VEQXM,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
5533-RJFTJ,Frustrated chat transcript: 'My Cable internet has been down twice this week. I work from home and this is unacceptable. I want a refund.'
0214-JHPFW,Support note: assisted customer with resetting their password. Service is running normally.
5642-MHDQT,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
3088-FVYWK,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the phone connection.
9092-GDZKO,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
2324-AALNO,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
5760-IFJOZ,Support note: assisted customer with resetting their password. Service is running normally.
2826-UWHIS,Support note: Customer is satisfied. They praised the paperless billing and automatic payment setup for being seamless.
7501-IWUNG,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the DSL internet.
4957-TREIR,Support note: assisted customer with resetting their password. Service is running normally.
8040-MNRTF,Customer expressed irritation about a long wait time to reach an agent.
1536-HBSWP,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
5313-FPXWG,Customer expressed irritation about a long wait time to reach an agent.
0946-FKYTX,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Cable internet.
5076-YVXCM,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
8262-COGGB,Customer is satisfied with the phone connection speed but feels the monthly cost is slightly high compared to new customer promotions.
6663-JOCQO,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the DSL internet.
9620-QJREV,Chat transcript: 'Just wanted to say thank you to the support team for resolving my query so fast. Great customer service!'
2480-JZOSN,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the phone connection.
0078-XZMHT,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
8338-QIUNR,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
1525-LNLOJ,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
9450-TRJUU,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
1766-GKNMI,Customer is satisfied with the Fiber Optic internet speed but feels the monthly cost is slightly high compared to new customer promotions.
6942-LBFDP,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
1456-TWCGB,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
7596-ZYWBB,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
3014-WJKSM,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
3347-YJZZE,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
7929-DMBCV,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
9661-JALZV,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
5433-KYGHE,Support note: assisted customer with resetting their password. Service is running normally.
4312-KFRXN,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
5575-TPIZQ,Support note: assisted customer with resetting their password. Service is running normally.
0114-IGABW,Support note: Customer is satisfied. They praised the paperless billing and automatic payment setup for being seamless.
9944-AEXBM,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
1853-ARAAQ,Agent notes: Customer is highly satisfied. They love the reliable DSL internet and said they always recommend us to their friends.
4697-LUPSU,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
8434-VGEQQ,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
4950-HKQTE,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
6786-OBWQR,Chat transcript: 'Just wanted to say thank you to the support team for resolving my query so fast. Great customer service!'
2753-JMMCV,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
6621-YOBKI,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
1216-JWVUX,Support note: assisted customer with resetting their password. Service is running normally.
7564-GHCVB,Support note: assisted customer with resetting their password. Service is running normally.
1173-NOEYG,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Fiber Optic internet.
7595-EHCDL,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
6647-ZEDXT,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
2521-NPUZR,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
4381-MHQDC,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
6923-JHPMP,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
4018-PPNDW,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
1635-FJFCC,Customer is extremely happy with the tech support experience. They said the agent went above and beyond to help them.
6425-JWTDV,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the phone connection.
8405-IGQFX,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
8224-IVVPA,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
9477-LGWQI,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
1410-RSCMR,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
3115-CZMZD,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
0139-IVFJG,Support note: assisted customer with resetting their password. Service is running normally.
5730-DBDSI,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
0030-FNXPP,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
5684-FJVYR,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
4013-GUXND,Customer is satisfied with the phone connection speed but feels the monthly cost is slightly high compared to new customer promotions.
1266-NZYUI,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
7969-FFOWG,App review: 'Been a customer for years and the connection has never let me down. Highly recommend!'
4718-DHSMV,App review: 'Been a customer for years and the connection has never let me down. Highly recommend!'
5175-WLYXL,Customer called to add another line and commented on how reliable our network has been throughout their tenure.
7817-OMJNA,Customer had a minor issue with the app login but loves the service overall.
8728-SKJLR,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
3137-NYQQI,Chat transcript: 'Just wanted to say thank you to the support team for resolving my query so fast. Great customer service!'
7706-DZNKK,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
8823-RLPWL,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
9505-SQFSW,Customer called for routine billing query. They seemed satisfied with the explanation and had no other issues.
3758-CKOQL,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
5676-CFLYY,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
7521-AFHAB,Chat transcript: customer inquired about upgrading their TV package. Neutral tone throughout.
0285-INHLN,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
5125-CNDSP,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
4992-LTJNE,Tech support note: Customer had 3 technician visits this month for DSL internet issues and it is still not fixed. Customer is highly dissatisfied.
2202-OUTMO,"Chat transcript: customer asked about updating their payment method. Service is working fine, no major complaints."
0810-BDHAW,"Customer mentioned that the connection is generally stable, but they occasionally experience slow loading during peak hours."
0229-LFJAF,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
7131-ZQZNK,Customer called to express how happy they are with the new fiber installation. Mentioned the speed is fantastic and the tech was very professional.
3442-ZHHCC,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the Cable internet.
5726-CVNYA,Agent notes: Customer is highly satisfied. They love the reliable phone connection and said they always recommend us to their friends.
9871-ELEYA,Agent notes: customer asked if there are any loyalty discounts available. Overall neutral feedback about the DSL internet.
4257-GAESD,Agent notes: Customer is highly satisfied. They love the reliable Cable internet and said they always recommend us to their friends.
